availability_text,average_rating,brand,care_instructions,category_breadcrumb,color_options,description,dimensions,document,image_count,image_url,images_list,in_stock,is_sale,material_text,mission_tags,name,price_currency,price_current,price_original,product_id,product_url,rating_count,review_count,scrape_date,sku,subcluster,title,url
In Stock,3.9,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Mini Bags",,Universal Thread mini handbag in brown; Slouchy design; Polyester shell; Magnetic closure main compartment; Removable chain; Top carrying handle,5.33 Inches (H) x 9.25 Inches (W) x 3 Inches (D),Mini Slouchy Chain Handbag - Universal Thread™ Brown Universal Thread Universal Thread mini handbag in brown; Slouchy design; Polyester shell; Magnetic closure main compartment; Removable chain; Top carrying handle Polyester,5,https://target.scene7.com/is/image/Target/GUEST_1205b8b2-8153-43fa-bbb1-bf16b6a2afba?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_1205b8b2-8153-43fa-bbb1-bf16b6a2afba?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_bfb76de0-653f-48ba-85f6-6be237537698?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_ece3f64e-454e-4b24-8c81-aeb48460b555?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_1b3567b9-7f5b-4852-aa57-e1f1fccdbcf4?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d9b9,True,False,Polyester,,Mini Slouchy Chain Handbag - Universal Thread™ Brown,USD,30.0,,94969933,https://www.target.com/p/mini-slouchy-chain-handbag-universal-thread-8482-brown/-/A-94969933#lnk=sametab,8,8,2026-02-23T16:44:52.646741,199592535745,1,Mini Slouchy Chain Handbag - Universal Thread™ Brown,https://www.target.com/p/mini-slouchy-chain-handbag-universal-thread-8482-brown/-/A-94969933#lnk=sametab
In Stock,2.0,A New Day,Do Not Wash,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Brown | Natural,XL straw tote bag; Open design; Double handles; Unstructured; Forest Stewardship Council Certified,13.39 Inches (H) x 16.93 Inches (W) x 7.09 Inches (D),Straw XL Tote Bag - A New Day™ Natural A New Day XL straw tote bag; Open design; Double handles; Unstructured; Forest Stewardship Council Certified Paper,8,https://target.scene7.com/is/image/Target/GUEST_d43b2e33-d6fe-4ea1-9d55-a682e79d44a8?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_d43b2e33-d6fe-4ea1-9d55-a682e79d44a8?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e3222ad3-3d52-4aee-98de-8cf324597c83?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_4999561e-e7c4-44f6-8fb5-8d255295fee8?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e0070575-9a28-4538-82e2-e6c0c9a67a83?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_0e6c,True,False,Paper,,Straw XL Tote Bag - A New Day™ Natural,USD,40.0,,94742376,https://www.target.com/p/straw-xl-tote-bag-a-new-day/-/A-94781669?preselect=94742376#lnk=sametab,1,1,2026-02-23T16:44:52.646741,199268617614,1,Straw XL Tote Bag - A New Day™ Natural,https://www.target.com/p/straw-xl-tote-bag-a-new-day/-/A-94781669?preselect=94742376#lnk=sametab
In Stock,4.7,Wild Fable,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",,Hobo bag with single strap handle; Boxed puffer design; Lightweight construction; Zippered compartment; Inner zip-up pocket; Recycled polyester,14 Inches (H) x 6.5 Inches (W) x 17 Inches (D),Floral Print Puffer Hobo Shoulder Bag - Wild Fable™ Pink Wild Fable Hobo bag with single strap handle; Boxed puffer design; Lightweight construction; Zippered compartment; Inner zip-up pocket; Recycled polyester 100% Recycled Polyester,5,https://target.scene7.com/is/image/Target/GUEST_619f0e09-74a5-4410-9842-9e591590a50a?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_619f0e09-74a5-4410-9842-9e591590a50a?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_ec38ac26-ecba-43b0-9ba2-e532416a3380?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_dbbcfa4c-3d3a-4065-81d7-00c24b0927b8?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3096346c-21c9-4c7d-b1ef-7afb39e2c04b?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_7e0f,True,False,100% Recycled Polyester,,Floral Print Puffer Hobo Shoulder Bag - Wild Fable™ Pink,USD,30.0,,94780226,https://www.target.com/p/floral-print-puffer-hobo-shoulder-bag-wild-fable-8482-pink/-/A-94780226#lnk=sametab,9,9,2026-02-23T16:44:52.646741,199592034002,1,Floral Print Puffer Hobo Shoulder Bag - Wild Fable™ Pink,https://www.target.com/p/floral-print-puffer-hobo-shoulder-bag-wild-fable-8482-pink/-/A-94780226#lnk=sametab
In Stock,5.0,A New Day,Do Not Wash,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Satchels",,Straw crossbody bag; Cane design; White trim detailing; Polyethylene shell; Spacious main compartment; Popper flap with magnetic closure; Shoulder strap,5 Inches (H) x 8.5 Inches (W) x 2.75 Inches (D),Straw Caning Crossbody Bag - A New Day™ Natural A New Day Straw crossbody bag; Cane design; White trim detailing; Polyethylene shell; Spacious main compartment; Popper flap with magnetic closure; Shoulder strap Polyethylene,6,https://target.scene7.com/is/image/Target/GUEST_6d37a024-3606-4c35-ab82-307979ec1c39?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_6d37a024-3606-4c35-ab82-307979ec1c39?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e07fd7ce-8b89-4de9-885b-d2ff4e18bd85?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_4771e216-aec2-422b-81d2-935f2f2f4f47?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_05fd1d14-a434-4911-848d-6d6bae1d37f3?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_9b70,True,False,Polyethylene,,Straw Caning Crossbody Bag - A New Day™ Natural,USD,30.0,,94742374,https://www.target.com/p/straw-caning-crossbody-bag-a-new-day-8482-natural/-/A-94742374#lnk=sametab,3,3,2026-02-23T16:44:52.646741,199268617546,1,Straw Caning Crossbody Bag - A New Day™ Natural,https://www.target.com/p/straw-caning-crossbody-bag-a-new-day-8482-natural/-/A-94742374#lnk=sametab
In Stock,5.0,Shade & Shore,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Beach Bags",Black | Brown,Packable tote handbag; 100% recycled polyester mesh shell; Zippered main compartment; 2 exterior mesh pockets; Double shoulder handles; 12in H x 21.5in W x 12in D,12 Inches (H) x 21.5 Inches (W) x 12 Inches (D),Packable Zip Top Mesh Tote Handbag - Shade & Shore™ Brown Shade & Shore Packable tote handbag; 100% recycled polyester mesh shell; Zippered main compartment; 2 exterior mesh pockets; Double shoulder handles; 12in H x 21.5in W x 12in D 100% Recycled Polyester,5,https://target.scene7.com/is/image/Target/GUEST_39521f7f-2e9b-4be7-99f7-68707e050e45?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_39521f7f-2e9b-4be7-99f7-68707e050e45?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_8d7e26b3-b83f-4de8-b7bf-e45f7b378c08?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_93db350d-19b8-4e98-a976-6a79df8ab463?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_7334fac5-12ea-47cc-8ac6-1a12289b5fb1?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_fa25,True,False,100% Recycled Polyester,,Packable Zip Top Mesh Tote Handbag - Shade & Shore™ Brown,USD,18.0,,94742389,https://www.target.com/p/packable-zip-top-mesh-tote-handbag-shade-shore/-/A-94800765?preselect=94742389#lnk=sametab,2,2,2026-02-23T16:44:52.646741,199268659904,1,Packable Zip Top Mesh Tote Handbag - Shade & Shore™ Brown,https://www.target.com/p/packable-zip-top-mesh-tote-handbag-shade-shore/-/A-94800765?preselect=94742389#lnk=sametab
In Stock,5.0,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",,,7.5 Inches (H) x 9 Inches (W) x 2.75 Inches (D),Western Soft Saddle Crossbody Bag Purse - Universal Thread™ Brown Universal Thread Polyurethane,5,https://target.scene7.com/is/image/Target/GUEST_073cd41e-5e4e-41d8-baa7-da242fc2eff7?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_073cd41e-5e4e-41d8-baa7-da242fc2eff7?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_f7dc5c8b-b850-45ef-ba9c-1c823291822c?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_181a5c79-7858-4bad-a2f6-086e03d5a103?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_66e62ccc-f805-4fbd-8cc9-29f173652db8?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3cd8,True,False,Polyurethane,,Western Soft Saddle Crossbody Bag Purse - Universal Thread™ Brown,USD,30.0,,94832341,https://www.target.com/p/western-soft-saddle-crossbody-bag-purse-universal-thread-8482-brown/-/A-94832341#lnk=sametab,1,1,2026-02-23T16:44:52.646741,199592254691,1,Western Soft Saddle Crossbody Bag Purse - Universal Thread™ Brown,https://www.target.com/p/western-soft-saddle-crossbody-bag-purse-universal-thread-8482-brown/-/A-94832341#lnk=sametab
In Stock,3.7,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Brown | Green | Pink,,4.75 Inches (H) x 8.25 Inches (W) x 2.5 Inches (D),Western Faux Suede Fringe Shoulder Bag Purse - Universal Thread™ Brown Universal Thread Polyester,6,https://target.scene7.com/is/image/Target/GUEST_039226b7-b600-4848-8407-b1fd316b5e7f?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_039226b7-b600-4848-8407-b1fd316b5e7f?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_318a8c5d-73fd-43c6-a27b-f97d6c008575?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_c0567afe-c678-45b5-953f-870d31f45699?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_5c3d66b6-17b7-4073-aa4e-984da6def601?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_bd98,True,False,Polyester,,Western Faux Suede Fringe Shoulder Bag Purse - Universal Thread™ Brown,USD,35.0,,94832340,https://www.target.com/p/western-faux-suede-fringe-shoulder-bag-purse-universal-thread/-/A-94894923?preselect=94832340#lnk=sametab,6,6,2026-02-23T16:44:52.646741,199592254721,1,Western Faux Suede Fringe Shoulder Bag Purse - Universal Thread™ Brown,https://www.target.com/p/western-faux-suede-fringe-shoulder-bag-purse-universal-thread/-/A-94894923?preselect=94832340#lnk=sametab
In Stock,5.0,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Brown | Tan,,16 Inches (H) x 16.25 Inches (W) x 2 Inches (D),Western Faux Suede with Tassel Shoulder Bag Purse - Universal Thread™ Tan Universal Thread Polyester,6,https://target.scene7.com/is/image/Target/GUEST_e48ca886-f959-458c-946a-9270218020b8?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_e48ca886-f959-458c-946a-9270218020b8?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e8fce393-06c2-4a07-9be5-5561d69d0d10?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_9d20b834-4db6-485d-8d1b-a93b797b0c46?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_ed280cab-afe9-45b6-9e58-dfac3e468c3b?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_4d67,True,False,Polyester,,Western Faux Suede with Tassel Shoulder Bag Purse - Universal Thread™ Tan,USD,40.0,,94832338,https://www.target.com/p/western-faux-suede-with-tassel-shoulder-bag-purse-universal-thread/-/A-94894924?preselect=94832338#lnk=sametab,1,1,2026-02-23T16:44:52.646741,199592254714,1,Western Faux Suede with Tassel Shoulder Bag Purse - Universal Thread™ Tan,https://www.target.com/p/western-faux-suede-with-tassel-shoulder-bag-purse-universal-thread/-/A-94894924?preselect=94832338#lnk=sametab
In Stock,4.5,A New Day,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Black | Brown,Quilted tote handbag; Unstructured design; Magnetic closure on main compartment; Features interior and exterior pockets; Double shoulder and grab handles,13 Inches (H) x 18 Inches (W) x 6.25 Inches (D),"Kate Tote Handbag - A New Day™ Black: Double Shoulder Handles, Magnetic Closure, Recycled Nylon A New Day Quilted tote handbag; Unstructured design; Magnetic closure on main compartment; Features interior and exterior pockets; Double shoulder and grab handles Polyurethane, Nylon",7,https://target.scene7.com/is/image/Target/GUEST_92897fbb-2131-4ff5-a979-4fa08111046c?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_92897fbb-2131-4ff5-a979-4fa08111046c?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_167bfd95-13c7-4e8c-8a1e-d96f147bb937?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_68c75195-d103-4412-bcbc-6fe5248ec67c?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d5d92d2a-6118-4de9-959d-30d1be8d8a85?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_dd57,True,False,"Polyurethane, Nylon",,"Kate Tote Handbag - A New Day™ Black: Double Shoulder Handles, Magnetic Closure, Recycled Nylon",USD,30.0,,90367018,https://www.target.com/p/kate-tote-handbag-a-new-day/-/A-90564600?preselect=90367018#lnk=sametab,247,247,2026-02-23T16:44:52.646741,198101061898,1,"Kate Tote Handbag - A New Day™ Black: Double Shoulder Handles, Magnetic Closure, Recycled Nylon",https://www.target.com/p/kate-tote-handbag-a-new-day/-/A-90564600?preselect=90367018#lnk=sametab
In Stock,4.3,A New Day,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",Black | Tan,"Satchel crossbody bag; Woven from polyurethane; Main zip closure; Cell phone and zippered pockets; Padded handle; Detachable, adjustable strap; Unstructured design",8 Inches (H) x 12 Inches (W) x 4 Inches (D),"Satchel Crossbody Bag - A New Day™ Tan A New Day Satchel crossbody bag; Woven from polyurethane; Main zip closure; Cell phone and zippered pockets; Padded handle; Detachable, adjustable strap; Unstructured design Polyester",5,https://target.scene7.com/is/image/Target/GUEST_ac24bb23-ec00-4d70-b20f-a223551963b5?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_ac24bb23-ec00-4d70-b20f-a223551963b5?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_722cda8d-f235-4dcb-801b-9308f84b376f?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_98434494-09c4-48ef-af74-58b217caad68?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_c6444bb2-8552-4e9d-a0ff-b8ca168e0a79?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_6791,True,False,Polyester,,Satchel Crossbody Bag - A New Day™ Tan,USD,30.0,,94780336,https://www.target.com/p/satchel-crossbody-bag-a-new-day/-/A-94810415?preselect=94780336#lnk=sametab,7,7,2026-02-23T16:44:52.646741,199592063538,1,Satchel Crossbody Bag - A New Day™ Tan,https://www.target.com/p/satchel-crossbody-bag-a-new-day/-/A-94810415?preselect=94780336#lnk=sametab
In Stock,4.5,Shade & Shore,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Beach Bags",Black | Black/White | Leopard | White | Yellow,Unstructured packable tote handbag; 100% recycled polyester shell; Open main compartment; 2 exterior mesh pockets; Double handles; 18in H x 24in W x 6.5in D,18 Inches (H) x 24 Inches (W) x 6.5 Inches (D),Packable Cut Out Mesh Tote Handbag - Shade & Shore™ White Shade & Shore Unstructured packable tote handbag; 100% recycled polyester shell; Open main compartment; 2 exterior mesh pockets; Double handles; 18in H x 24in W x 6.5in D 100% Recycled Polyester,7,https://target.scene7.com/is/image/Target/GUEST_df2c6490-b7c6-4dd1-9edf-696530d4fbe6?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_df2c6490-b7c6-4dd1-9edf-696530d4fbe6?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_f0953b2a-fe77-46a9-86ea-02efe153e63f?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_31a5264a-910a-456f-b67e-0ad09fb22782?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_01cad195-dfa0-4d91-a93e-e87fc7db0a26?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a426,True,False,100% Recycled Polyester,,Packable Cut Out Mesh Tote Handbag - Shade & Shore™ White,USD,15.0,,94742390,https://www.target.com/p/packable-cut-out-mesh-tote-handbag-shade-shore/-/A-94800766?preselect=94742390#lnk=sametab,14,14,2026-02-23T16:44:52.646741,199268659881,1,Packable Cut Out Mesh Tote Handbag - Shade & Shore™ White,https://www.target.com/p/packable-cut-out-mesh-tote-handbag-shade-shore/-/A-94800766?preselect=94742390#lnk=sametab
In Stock,1.0,Universal Thread,Do Not Wash,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",,Universal Thread mini shoulder bag in beige hue; Straw paper shell; Crochet exterior; Spacious main compartment with magnetic closure; Faux-leather handle; Detachable linked chain; Forest Stewardship Council Certified,12.75 Inches (H) x 9.25 Inches (W) x 3 Inches (D),Straw Mini Slouchy Shoulder Bag - Universal Thread™ Natural Universal Thread Universal Thread mini shoulder bag in beige hue; Straw paper shell; Crochet exterior; Spacious main compartment with magnetic closure; Faux-leather handle; Detachable linked chain; Forest Stewardship Council Certified Paper,7,https://target.scene7.com/is/image/Target/GUEST_c8258c63-4fdf-4a0c-a8c5-fe69832d0caf?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_c8258c63-4fdf-4a0c-a8c5-fe69832d0caf?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_b2d9eda6-7c80-45bb-86ec-1a8a258900aa?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_15bc1987-637a-433a-9f20-252567f77384?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_b2beb9c4-d53d-49c5-8023-340b2f43c4f9?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_7f02,True,False,Paper,,Straw Mini Slouchy Shoulder Bag - Universal Thread™ Natural,USD,30.0,,94742398,https://www.target.com/p/straw-mini-slouchy-shoulder-bag-universal-thread-8482-natural/-/A-94742398#lnk=sametab,1,1,2026-02-23T16:44:52.646741,199268613760,1,Straw Mini Slouchy Shoulder Bag - Universal Thread™ Natural,https://www.target.com/p/straw-mini-slouchy-shoulder-bag-universal-thread-8482-natural/-/A-94742398#lnk=sametab
In Stock,0.0,Universal Thread,Do Not Wash,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",,Universal Thread tote handbag in beige; Straw paper shell; Crochet exterior with scalloped design; Spacious main compartment; Double handles; Forest Stewardship Council Certified,10.6 Inches (H) x 18.5 Inches (W) x 5.12 Inches (D),Straw Scallop Woven Tote Handbag - Universal Thread™ Natural Universal Thread Universal Thread tote handbag in beige; Straw paper shell; Crochet exterior with scalloped design; Spacious main compartment; Double handles; Forest Stewardship Council Certified Paper,7,https://target.scene7.com/is/image/Target/GUEST_ca9e2f7e-4a09-4dca-98a5-2599bbba2fbd?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_ca9e2f7e-4a09-4dca-98a5-2599bbba2fbd?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3c3624d6-41a8-4590-a6c8-1ebcf84532c3?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_c321820c-a4cd-4648-8367-bdb54cad809d?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_2156cd72-bc1b-462c-9a7a-ad35595e2f88?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_0cc1,True,False,Paper,,Straw Scallop Woven Tote Handbag - Universal Thread™ Natural,USD,35.0,,94742415,https://www.target.com/p/straw-scallop-woven-tote-handbag-universal-thread-8482-natural/-/A-94742415#lnk=sametab,0,0,2026-02-23T16:44:52.646741,199268613715,1,Straw Scallop Woven Tote Handbag - Universal Thread™ Natural,https://www.target.com/p/straw-scallop-woven-tote-handbag-universal-thread-8482-natural/-/A-94742415#lnk=sametab
In Stock,4.2,Wild Fable,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",,Lightweight shoulder bag; Interior pocket; Zipper closure; Single strap,5 Inches (H) x 10 Inches (W) x 2.38 Inches (D),Simple Shoulder Bag - Wild Fable™ Black Wild Fable Lightweight shoulder bag; Interior pocket; Zipper closure; Single strap 100% Recycled Polyester,6,https://target.scene7.com/is/image/Target/GUEST_f54c11d1-bc0c-4d1f-8516-2331f5a95961?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_f54c11d1-bc0c-4d1f-8516-2331f5a95961?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a4605aa0-7a59-4b1d-bce5-32cc2f97c237?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_aec5d558-a96b-4c8d-affa-de2f4b653368?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_229b11be-66f9-4704-b976-8d59569177cf?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_2d4e,True,False,100% Recycled Polyester,,Simple Shoulder Bag - Wild Fable™ Black,USD,18.0,,93859885,https://www.target.com/p/simple-shoulder-bag-wild-fable-8482-black/-/A-93859885#lnk=sametab,38,38,2026-02-23T16:44:52.646741,198850334885,1,Simple Shoulder Bag - Wild Fable™ Black,https://www.target.com/p/simple-shoulder-bag-wild-fable-8482-black/-/A-93859885#lnk=sametab
In Stock,5.0,Wild Fable,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",,Hobo bag with single strap handle; Boxed puffer design; Lightweight construction; Zippered compartment; Inner zip-up pocket; Recycled polyester,14 Inches (H) x 6.5 Inches (W) x 17 Inches (D),Gingham Cherry & Bow Print Puffer Hobo Shoulder Bag - Wild Fable™ Blue Wild Fable Hobo bag with single strap handle; Boxed puffer design; Lightweight construction; Zippered compartment; Inner zip-up pocket; Recycled polyester 100% Recycled Polyester,5,https://target.scene7.com/is/image/Target/GUEST_a16ea970-d389-44be-a6ed-708a75272ae0?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_a16ea970-d389-44be-a6ed-708a75272ae0?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a303b713-3751-485e-b4eb-ec188244c475?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_2fe7bf2d-84cb-43db-80a4-6bf277fefc00?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_8cd9ef23-902a-4527-a1ca-da4d5c6a7d8f?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e88a,True,False,100% Recycled Polyester,,Gingham Cherry & Bow Print Puffer Hobo Shoulder Bag - Wild Fable™ Blue,USD,30.0,,94780225,https://www.target.com/p/gingham-cherry-38-bow-print-puffer-hobo-shoulder-bag-wild-fable-8482-blue/-/A-94780225#lnk=sametab,4,4,2026-02-23T16:45:09.898384,199592033999,1,Gingham Cherry & Bow Print Puffer Hobo Shoulder Bag - Wild Fable™ Blue,https://www.target.com/p/gingham-cherry-38-bow-print-puffer-hobo-shoulder-bag-wild-fable-8482-blue/-/A-94780225#lnk=sametab
In Stock,4.5,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Cream | Green/Pink/Yellow | Orange | Red | Yellow,Universal Thread magazine tote handbag; Recycled cotton canvas fabric; Features an open top; Double shoulder handles,12.99 Inches (H) x .18 Inches (W) x 17.32 Inches (D),Magazine Tote Handbag - Universal Thread™ Green/Pink/Yellow Universal Thread Universal Thread magazine tote handbag; Recycled cotton canvas fabric; Features an open top; Double shoulder handles 100% Recycled Cotton,9,https://target.scene7.com/is/image/Target/GUEST_fc165e91-0d76-435c-8f17-60d17374c06a?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_fc165e91-0d76-435c-8f17-60d17374c06a?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_990e589b-57d2-45e9-9579-bab25c226153?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_9b55b789-f4e3-4b65-a9fd-d15b7ef76c30?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_94b5d7d7-31b6-4c72-aacd-03e9395c316e?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_8666,True,False,100% Recycled Cotton,,Magazine Tote Handbag - Universal Thread™ Green/Pink/Yellow,USD,15.0,,94780222,https://www.target.com/p/magazine-tote-handbag-universal-thread/-/A-94810392?preselect=94780222#lnk=sametab,4,4,2026-02-23T16:45:09.898384,199592033968,1,Magazine Tote Handbag - Universal Thread™ Green/Pink/Yellow,https://www.target.com/p/magazine-tote-handbag-universal-thread/-/A-94810392?preselect=94780222#lnk=sametab
